https://ondata.github.io/datiBeneComuneMonitoraggio/catalogo/indicatori/output/indicatori	1389m
https://ondata.github.io/datiBeneComuneMonitoraggio/catalogo/monitoraggioSettimanale/output/monitoraggioSettimanale	1389m
https://ondata.github.io/datiBeneComuneMonitoraggio/catalogo/sorveglianzaIntegrata/output/sorveglianzaIntegrata	1389m
https://github.com/pcm-dpc/COVID-19-Verbali-CTS/blob/master/elenco-verbali.md	1389m
https://www.epicentro.iss.it/coronavirus/sars-cov-2-dashboard	1389m
https://ondata.github.io/datiBeneComuneMonitoraggio/catalogo/SiSMG/output/SiSMG	1389m
https://www.interno.gov.it/it/coronavirus-i-dati-dei-servizi-controllo	1389m
https://data.humdata.org/dataset/movement-range-maps	1389m
http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioContenutiNuovoCoronavirus.jsp?lingua=italiano&id=5452&area=nuovoCoronavirus&menu=vuoto	1389m
http://www.senato.it/leg/18/BGT/Schede/docnonleg/41806.htm	1389m
https://italiadomani.gov.it/it/documenti-pnrr.html	1389m
